path	size	disposition	reason
longpath/minotaur_posix.tar	30208	TESTED_TAR_TIER2	opened by the TAR corpus with an explicit success or rejection contract
longpath/minotaur_ustar.tar	10752	TESTED_TAR_TIER2	opened by the TAR corpus with an explicit success or rejection contract
longpath/minotaur-0.jar	4344	TESTED_ZIP_CONTAINER_TIER2	opened as a ZIP-based application container through seekable and streaming APIs
longpath/minotaur-c.zip	5054	TESTED_ZIP_TIER2	opened by the ZIP corpus with an explicit success or rejection contract
longpath/minotaur-M.jar	4062	TESTED_ZIP_CONTAINER_TIER2	opened as a ZIP-based application container through seekable and streaming APIs
longpath/minotaur-z.zip	5102	TESTED_ZIP_TIER2	opened by the ZIP corpus with an explicit success or rejection contract
longpath/minotaur.ar	898	TESTED_AR_TIER2	opened by the AR corpus with an explicit success or rejection contract
longpath/minotaur.cpio	2833	UNSUPPORTED_ARCHIVE_FORMAT	Arkivo has no reader for this upstream archive family
longpath/minotaur.jar	4377	TESTED_ZIP_CONTAINER_TIER2	opened as a ZIP-based application container through seekable and streaming APIs
longpath/minotaur.zip	5042	TESTED_ZIP_TIER2	opened by the ZIP corpus with an explicit success or rejection contract
longpath/vmgump_gnu.tar	20480	TESTED_TAR_TIER2	opened by the TAR corpus with an explicit success or rejection contract
longpath/vmgump_oldgnu.tar	20480	TESTED_TAR_TIER2	opened by the TAR corpus with an explicit success or rejection contract
longpath/vmgump_pax.tar	30720	TESTED_TAR_TIER2	opened by the TAR corpus with an explicit success or rejection contract
longpath/vmgump_posix.tar	30720	TESTED_TAR_TIER2	opened by the TAR corpus with an explicit success or rejection contract
longpath/vmgump_ustar.tar	20480	TESTED_TAR_TIER2	opened by the TAR corpus with an explicit success or rejection contract
longpath/winXP_antgnu.tar	20480	TESTED_TAR_TIER2	opened by the TAR corpus with an explicit success or rejection contract
longsymlink/files.txt	285	REFERENCE_PAYLOAD	plain expected content or helper input consumed by an owning archive or codec fixture
longsymlink/gnu.tar	10240	TESTED_TAR_TIER2	opened by the TAR corpus with an explicit success or rejection contract
lorem-ipsum.txt.gz	38080	TESTED_CODEC_TIER2	decoded or used as an explicit malformed-input contract by the codec corpus
lorem-ipsum.txt.sz	58586	UNSUPPORTED_CODEC_FORMAT	Arkivo has no codec for this upstream compression family
lzma-with-eos.7z	174	TESTED_7Z_TIER2	opened by the 7z corpus with an explicit success or rejection contract
META-INF/services/org.apache.commons.compress.archivers.ArchiveStreamProvider	64	UPSTREAM_SPI_METADATA	service descriptor belongs to Commons Compress test infrastructure
META-INF/services/org.apache.commons.compress.compressors.CompressorStreamProvider	69	UPSTREAM_SPI_METADATA	service descriptor belongs to Commons Compress test infrastructure
mixed.txt.sz	112	UNSUPPORTED_CODEC_FORMAT	Arkivo has no codec for this upstream compression family
mixed.zip	71817	TESTED_ZIP_TIER2	opened by the ZIP corpus with an explicit success or rejection contract
moby-imploded.zip	606033	TESTED_ZIP_TIER2	opened by the ZIP corpus with an explicit success or rejection contract
moby.zip	4897	TESTED_ZIP_TIER2	opened by the ZIP corpus with an explicit success or rejection contract
multiple.bz2	74	TESTED_CODEC_TIER2	decoded or used as an explicit malformed-input contract by the codec corpus
multiple.gz	46	TESTED_CODEC_TIER2	decoded or used as an explicit malformed-input contract by the codec corpus
multiple.xz	120	TESTED_CODEC_TIER2	decoded or used as an explicit malformed-input contract by the codec corpus
oldgnu_extended_sparse.tar	10240	TESTED_TAR_TIER2	opened by the TAR corpus with an explicit success or rejection contract
oldgnu_sparse.tar	10240	TESTED_TAR_TIER2	opened by the TAR corpus with an explicit success or rejection contract
ordertest.zip	59287	TESTED_ZIP_TIER2	opened by the ZIP corpus with an explicit success or rejection contract
org/apache/commons/compress/ar/number_parsing/bad_group-fail.ar	274	TESTED_AR_TIER2	opened by the AR corpus with an explicit success or rejection contract
org/apache/commons/compress/ar/number_parsing/bad_length-fail.ar	274	TESTED_AR_TIER2	opened by the AR corpus with an explicit success or rejection contract
org/apache/commons/compress/ar/number_parsing/bad_long_namelen_bsd-fail.ar	210	TESTED_AR_TIER2	opened by the AR corpus with an explicit success or rejection contract
org/apache/commons/compress/ar/number_parsing/bad_long_namelen_gnu1-fail.ar	274	TESTED_AR_TIER2	opened by the AR corpus with an explicit success or rejection contract
org/apache/commons/compress/ar/number_parsing/bad_long_namelen_gnu2-fail.ar	200	TESTED_AR_TIER2	opened by the AR corpus with an explicit success or rejection contract
org/apache/commons/compress/ar/number_parsing/bad_long_namelen_gnu3-fail.ar	274	TESTED_AR_TIER2	opened by the AR corpus with an explicit success or rejection contract
org/apache/commons/compress/ar/number_parsing/bad_modified-fail.ar	274	TESTED_AR_TIER2	opened by the AR corpus with an explicit success or rejection contract
org/apache/commons/compress/ar/number_parsing/bad_table_length_gnu-fail.ar	274	TESTED_AR_TIER2	opened by the AR corpus with an explicit success or rejection contract
org/apache/commons/compress/ar/number_parsing/bad_user-fail.ar	274	TESTED_AR_TIER2	opened by the AR corpus with an explicit success or rejection contract
org/apache/commons/compress/arj/zero_sized_headers-fail.arj	3142	UNSUPPORTED_ARCHIVE_FORMAT	Arkivo has no reader for this upstream archive family
org/apache/commons/compress/COMPRESS-626/compress-626-pack200.jar	781	EXPECTED_NON_ARCHIVE_TIER2	Pack200 stream with a .jar suffix is explicitly rejected as a non-ZIP container
org/apache/commons/compress/COMPRESS-644/ARW05UP.ICO	888	REFERENCE_PAYLOAD	plain expected content or helper input consumed by an owning archive or codec fixture
org/apache/commons/compress/COMPRESS-649/some-900kb-text.txt	921600	REFERENCE_PAYLOAD	plain expected content or helper input consumed by an owning archive or codec fixture
org/apache/commons/compress/COMPRESS-651/my10m.tar.bz2	6271204	TESTED_TAR_TIER2	opened by the TAR corpus with an explicit success or rejection contract
org/apache/commons/compress/COMPRESS-654/ruff-aarch64-apple-darwin.tar	13200896	TESTED_TAR_TIER2	opened by the TAR corpus with an explicit success or rejection contract
org/apache/commons/compress/COMPRESS-661/testARofText.ar	116	TESTED_AR_TIER2	opened by the AR corpus with an explicit success or rejection contract
org/apache/commons/compress/COMPRESS-679/file.7z	228	TESTED_7Z_TIER2	opened by the 7z corpus with an explicit success or rejection contract
org/apache/commons/compress/COMPRESS-687/test-issue.7z	1008	TESTED_7Z_TIER2	valid 7z input reused by the upstream Pack200 wrong-format regression
org/apache/commons/compress/COMPRESS-699/icure_medical_device_dart_sdk-1.2.10.tar	936448	TESTED_TAR_TIER2	opened by the TAR corpus with an explicit success or rejection contract
org/apache/commons/compress/COMPRESS-700/flutter_awesome_buttons-0.1.0.tar	284160	TESTED_TAR_TIER2	opened by the TAR corpus with an explicit success or rejection contract
org/apache/commons/compress/cpio/bad_long_value.cpio	1536	UNSUPPORTED_ARCHIVE_FORMAT	Arkivo has no reader for this upstream archive family
org/apache/commons/compress/dump/directory_null_bytes-fail.dump	78903	UNSUPPORTED_ARCHIVE_FORMAT	Arkivo has no reader for this upstream archive family
org/apache/commons/compress/dump/invalid_compression_type-fail.dump	11904	UNSUPPORTED_ARCHIVE_FORMAT	Arkivo has no reader for this upstream archive family
org/apache/commons/compress/dump/looping_inodes-fail.dump	85237	UNSUPPORTED_ARCHIVE_FORMAT	Arkivo has no reader for this upstream archive family
org/apache/commons/compress/dump/reclen_zero-fail.dump	85829	UNSUPPORTED_ARCHIVE_FORMAT	Arkivo has no reader for this upstream archive family
org/apache/commons/compress/fuzz/crash-f2efd9eaeb86cda597d07b5e3c3d81363633c2da	8942	TESTED_MALFORMED_ZIP_TIER2	extensionless COMPRESS-598 fuzz input is explicitly rejected by both ZIP access modes
org/apache/commons/compress/gzip/members-size-0.gz	117	TESTED_CODEC_TIER2	decoded or used as an explicit malformed-input contract by the codec corpus
org/apache/commons/compress/gzip/members.gz	76	TESTED_CODEC_TIER2	decoded or used as an explicit malformed-input contract by the codec corpus
org/apache/commons/compress/ico/commons-daemon/procrunr.ico	318	REFERENCE_PAYLOAD	plain expected content or helper input consumed by an owning archive or codec fixture
org/apache/commons/compress/ico/commons-daemon/procruns.ico	318	REFERENCE_PAYLOAD	plain expected content or helper input consumed by an owning archive or codec fixture
org/apache/commons/compress/ico/commons-daemon/procrunw.ico	1078	REFERENCE_PAYLOAD	plain expected content or helper input consumed by an owning archive or codec fixture
org/apache/commons/compress/ico/commons-imaging/Oregon Scientific DS6639 - DSC_0307 - small.ico	211562	REFERENCE_PAYLOAD	plain expected content or helper input consumed by an owning archive or codec fixture
org/apache/commons/compress/ico/commons-imaging/OutOfMemory_epine.ico	11644	REFERENCE_PAYLOAD	plain expected content or helper input consumed by an owning archive or codec fixture
org/apache/commons/compress/ico/readme.md	837	REFERENCE_PAYLOAD	plain expected content or helper input consumed by an owning archive or codec fixture
org/apache/commons/compress/pack/bandint_oom.pack	88	UNSUPPORTED_CODEC_FORMAT	Arkivo has no codec for this upstream compression family
org/apache/commons/compress/pack/cpfloat_oom.pack	178	UNSUPPORTED_CODEC_FORMAT	Arkivo has no codec for this upstream compression family
org/apache/commons/compress/pack/cputf8_oom.pack	427	UNSUPPORTED_CODEC_FORMAT	Arkivo has no codec for this upstream compression family
org/apache/commons/compress/pack/favoured_oom.pack	84	UNSUPPORTED_CODEC_FORMAT	Arkivo has no codec for this upstream compression family
org/apache/commons/compress/pack/filebits_oom.pack	309	UNSUPPORTED_CODEC_FORMAT	Arkivo has no codec for this upstream compression family
org/apache/commons/compress/pack/flags_oom.pack	1624	UNSUPPORTED_CODEC_FORMAT	Arkivo has no codec for this upstream compression family
org/apache/commons/compress/pack/references_oom.pack	66	UNSUPPORTED_CODEC_FORMAT	Arkivo has no codec for this upstream compression family
org/apache/commons/compress/pack/segment_header_oom.pack	41	UNSUPPORTED_CODEC_FORMAT	Arkivo has no codec for this upstream compression family
org/apache/commons/compress/pack/signatures_oom.pack	121	UNSUPPORTED_CODEC_FORMAT	Arkivo has no codec for this upstream compression family
org/apache/commons/compress/zip/test-method-xz.zip	4044	TESTED_ZIP_TIER2	opened by the ZIP corpus with an explicit success or rejection contract
OSX_ArchiveWithNestedArchive.zip	752	TESTED_ZIP_TIER2	opened by the ZIP corpus with an explicit success or rejection contract
pack200/annotations.jar	3683	TESTED_ZIP_CONTAINER_TIER2	opened as a ZIP-based application container through seekable and streaming APIs
pack200/annotations.pack.gz	712	TESTED_CODEC_TIER2	decoded or used as an explicit malformed-input contract by the codec corpus
pack200/annotations2unpacked.jar	2919	TESTED_ZIP_CONTAINER_TIER2	opened as a ZIP-based application container through seekable and streaming APIs
pack200/annotationsRI.jar	3539	TESTED_ZIP_CONTAINER_TIER2	opened as a ZIP-based application container through seekable and streaming APIs
pack200/annotationsRI.pack.gz	1003	TESTED_CODEC_TIER2	decoded or used as an explicit malformed-input contract by the codec corpus
pack200/annotationsUnpacked.jar	2267	TESTED_ZIP_CONTAINER_TIER2	opened as a ZIP-based application container through seekable and streaming APIs
pack200/HelloWorld.pack	530	UNSUPPORTED_CODEC_FORMAT	Arkivo has no codec for this upstream compression family
pack200/hw.jar	842	TESTED_ZIP_CONTAINER_TIER2	opened as a ZIP-based application container through seekable and streaming APIs
pack200/InterfaceOnly.pack	137	UNSUPPORTED_CODEC_FORMAT	Arkivo has no codec for this upstream compression family
pack200/jars/ant.jar	958858	TESTED_ZIP_CONTAINER_TIER2	opened as a ZIP-based application container through seekable and streaming APIs
pack200/jndi-e1.pack.gz	75058	TESTED_CODEC_TIER2	decoded or used as an explicit malformed-input contract by the codec corpus
pack200/jndi.jar	236738	TESTED_ZIP_CONTAINER_TIER2	opened as a ZIP-based application container through seekable and streaming APIs
pack200/jndiUnpacked.jar	232433	TESTED_ZIP_CONTAINER_TIER2	opened as a ZIP-based application container through seekable and streaming APIs
pack200/jndiWithUnknownAttributes.jar	238035	TESTED_ZIP_CONTAINER_TIER2	opened as a ZIP-based application container through seekable and streaming APIs
pack200/JustResources.pack	51	UNSUPPORTED_CODEC_FORMAT	Arkivo has no codec for this upstream compression family
pack200/JustResources.pack.gz	82	TESTED_CODEC_TIER2	decoded or used as an explicit malformed-input contract by the codec corpus
pack200/LargeClass.pack.gz	752	TESTED_CODEC_TIER2	decoded or used as an explicit malformed-input contract by the codec corpus
pack200/largeClassUnpacked.jar	10793	TESTED_ZIP_CONTAINER_TIER2	opened as a ZIP-based application container through seekable and streaming APIs
pack200/p200WithUnknownAttributes.jar	74529	TESTED_ZIP_CONTAINER_TIER2	opened as a ZIP-based application container through seekable and streaming APIs
pack200/p200WithUnknownAttributes2.jar	73139	TESTED_ZIP_CONTAINER_TIER2	opened as a ZIP-based application container through seekable and streaming APIs
pack200/pack200-e1.pack.gz	14751	TESTED_CODEC_TIER2	decoded or used as an explicit malformed-input contract by the codec corpus
pack200/pack200.pack.gz	10438	TESTED_CODEC_TIER2	decoded or used as an explicit malformed-input contract by the codec corpus
pack200/simple-E0.pack.gz	598	TESTED_CODEC_TIER2	decoded or used as an explicit malformed-input contract by the codec corpus
pack200/sql-e1.pack.gz	50618	TESTED_CODEC_TIER2	decoded or used as an explicit malformed-input contract by the codec corpus
pack200/sql.pack.gz	44351	TESTED_CODEC_TIER2	decoded or used as an explicit malformed-input contract by the codec corpus
pack200/sqlUnpacked.jar	335442	TESTED_ZIP_CONTAINER_TIER2	opened as a ZIP-based application container through seekable and streaming APIs
pack200/sqlUnpackedNoDebug.jar	243185	TESTED_ZIP_CONTAINER_TIER2	opened as a ZIP-based application container through seekable and streaming APIs
password-encrypted.zip	53103	TESTED_ZIP_TIER2	opened by the ZIP corpus with an explicit success or rejection contract
pax_gnu_sparse.tar	20480	TESTED_TAR_TIER2	opened by the TAR corpus with an explicit success or rejection contract
posix00_sparse.tar	10240	TESTED_TAR_TIER2	opened by the TAR corpus with an explicit success or rejection contract
posix01_sparse.tar	10240	TESTED_TAR_TIER2	opened by the TAR corpus with an explicit success or rejection contract
posix10_sparse.tar	10240	TESTED_TAR_TIER2	opened by the TAR corpus with an explicit success or rejection contract
preepoch-posix.tar	10240	TESTED_TAR_TIER2	opened by the TAR corpus with an explicit success or rejection contract
preepoch-star.tar	10240	TESTED_TAR_TIER2	opened by the TAR corpus with an explicit success or rejection contract
redline.cpio	268	UNSUPPORTED_ARCHIVE_FORMAT	Arkivo has no reader for this upstream archive family
SHRUNK.ZIP	352	TESTED_ZIP_TIER2	opened by the ZIP corpus with an explicit success or rejection contract
simple-aix-native-tar.tar	10240	TESTED_TAR_TIER2	opened by the TAR corpus with an explicit success or rejection contract
test with spaces.txt	398	REFERENCE_PAYLOAD	plain expected content or helper input consumed by an owning archive or codec fixture
test-winzip.zip	903	TESTED_ZIP_TIER2	opened by the ZIP corpus with an explicit success or rejection contract
test.txt	369	REFERENCE_PAYLOAD	plain expected content or helper input consumed by an owning archive or codec fixture
test1.xml	76	REFERENCE_PAYLOAD	plain expected content or helper input consumed by an owning archive or codec fixture
test2.xml	81	REFERENCE_PAYLOAD	plain expected content or helper input consumed by an owning archive or codec fixture
test3.xml	363	REFERENCE_PAYLOAD	plain expected content or helper input consumed by an owning archive or codec fixture
test4.xml	134	REFERENCE_PAYLOAD	plain expected content or helper input consumed by an owning archive or codec fixture
testAIFF.aif	3894	REFERENCE_PAYLOAD	plain expected content or helper input consumed by an owning archive or codec fixture
testCompress209.doc	23552	REFERENCE_PAYLOAD	plain expected content or helper input consumed by an owning archive or codec fixture
testNumbersNew.numbers	179147	TESTED_ZIP_CONTAINER_TIER2	opened as a ZIP-based application container through seekable and streaming APIs
times.7z	3934	TESTED_7Z_TIER2	opened by the 7z corpus with an explicit success or rejection contract
utf16-text.txt	512	REFERENCE_PAYLOAD	plain expected content or helper input consumed by an owning archive or codec fixture
utf8-7zip-test.zip	365	TESTED_ZIP_TIER2	opened by the ZIP corpus with an explicit success or rejection contract
utf8-winzip-test.zip	569	TESTED_ZIP_TIER2	opened by the ZIP corpus with an explicit success or rejection contract
zip64support.tar.bz2	3931934	TESTED_EXPANSION_TIER3	full multi-gibibyte or ZIP64-container expansion is reserved for Tier 3
zipbomb.xlsx	18348	TESTED_ZIP_EXPANSION_TIER2	bounded expansion metadata is verified and both entry bodies are fully consumed without retention
zstd-tests.tar	10240	TESTED_CODEC_SUPPORT_TIER2	supplies independently fixed Zstandard payloads to codec tests
